Hours_Studied;Attendance;Parental_Involvement;Access_to_Resources;Extracurricular_Activities;Previous_Scores;Motivation_Level;Tutoring_Sessions;Family_Income;Teacher_Quality;Peer_Influence;Learning_Disabilities;Parental_Education_Level;Distance_from_Home;Study_Efficiency;High_Support;Family_Education_Support;Exam_Score
34;72;2;0;1;88;1;1;0;2;2;0;2;2;0.382022472;0;0;71.09813
7;97;1;0;0;97;2;3;2;0;2;0;0;1;0.071428571;1;0;69.597248
25;82;0;0;0;94;1;2;1;2;1;0;1;1;0.263157895;1;0;70.821632
16;82;2;2;1;99;2;3;0;2;2;0;1;2;0.16;0;0;68.611179
13;99;0;2;0;75;1;1;2;2;2;1;0;0;0.171052632;0;0;67.180267
21;79;2;1;1;54;0;3;1;2;2;0;2;1;0.381818182;0;0;67.326767
33;63;0;0;1;59;2;1;2;2;2;0;1;2;0.55;0;0;67.9901
18;67;0;2;0;51;2;0;2;0;2;0;0;2;0.346153846;0;0;62.799175
15;79;0;0;1;100;2;4;1;2;1;0;0;2;0.148514851;1;0;69.442739
20;96;0;0;0;57;1;1;1;2;1;0;1;2;0.344827586;0;0;69.777839
11;75;1;0;0;64;2;3;1;2;1;1;0;1;0.169230769;1;0;62.917293
28;64;2;2;0;78;1;2;2;2;0;0;2;2;0.35443038;0;0;65.293151
22;86;0;2;0;55;2;5;0;1;0;0;2;2;0.392857143;0;1;70.202819
23;72;0;1;1;92;1;2;0;2;0;0;0;2;0.247311828;0;0;67.862635
21;93;1;0;1;78;1;1;2;1;1;1;1;0;0.265822785;0;0;69.044161
15;60;2;1;0;65;2;1;2;0;0;0;0;1;0.227272727;0;0;59.657831
24;97;0;2;0;74;0;0;2;1;1;0;1;2;0.32;0;0;71.189229
23;77;2;0;1;69;1;1;2;2;2;0;1;1;0.328571429;0;0;67.230529
31;93;2;1;0;82;1;2;0;0;1;0;1;2;0.373493976;0;0;73.562523
15;83;2;1;1;83;1;1;0;2;1;0;2;2;0.178571429;0;0;66.798645
28;95;2;2;0;96;2;1;2;2;1;0;2;1;0.288659794;0;0;71.747386
24;75;0;1;1;77;0;1;1;2;0;0;0;1;0.307692308;0;0;67.110186
21;91;2;0;1;74;1;0;2;2;0;0;2;2;0.28;0;0;68.71628
29;92;1;2;0;91;2;2;2;2;0;0;2;2;0.315217391;0;0;71.952164
20;98;2;2;1;89;0;3;0;2;0;1;0;2;0.222222222;0;0;70.770095
31;77;0;1;1;53;0;1;2;2;1;0;1;2;0.574074074;0;0;69.457666
16;78;1;2;0;96;0;0;2;2;2;0;2;2;0.164948454;0;0;66.257415
29;100;2;1;1;100;1;0;1;2;1;1;1;2;0.287128713;0;0;73.533296
24;67;0;0;1;77;1;0;0;2;2;0;0;2;0.307692308;0;0;66.86275
20;87;2;0;1;60;2;0;1;2;2;1;1;0;0.327868852;0;0;66.126427
19;61;2;2;0;51;1;1;1;0;1;0;1;2;0.365384615;0;0;61.460617
11;70;2;0;1;89;1;2;2;2;2;0;1;2;0.122222222;1;0;64.961735
21;98;2;2;1;59;0;3;2;2;1;1;0;2;0.35;0;0;69.872262
20;98;2;2;1;64;2;1;0;0;2;0;2;1;0.307692308;0;0;70.338208
22;73;1;2;1;67;2;3;0;2;2;0;1;0;0.323529412;0;0;66.332312
17;79;2;2;1;80;1;1;0;0;2;0;0;2;0.209876543;0;0;66.998207
27;77;2;0;1;96;1;0;2;0;2;0;2;1;0.278350515;0;0;69.818231
12;63;2;0;0;63;1;4;1;2;2;0;1;1;0.1875;1;0;62.452333
14;63;0;0;0;74;2;1;1;2;1;0;2;1;0.186666667;0;1;62.70429
21;70;0;2;1;93;0;1;1;2;1;0;0;2;0.223404255;0;0;66.783514
24;79;1;1;1;68;0;2;1;2;0;0;1;2;0.347826087;0;0;68.105686
16;84;1;2;0;75;0;2;2;2;0;0;1;2;0.210526316;0;0;66.118335
9;65;2;2;0;88;1;1;1;2;2;0;0;2;0.101123596;0;0;61.16289
11;92;2;2;0;75;2;2;2;2;0;0;1;2;0.144736842;0;0;65.56204
24;73;0;2;1;70;2;0;0;2;0;0;2;2;0.338028169;0;1;67.006574
28;83;0;1;0;81;2;0;1;2;1;0;1;1;0.341463415;0;0;69.261208
31;67;1;0;1;76;2;2;2;0;2;0;0;2;0.402597403;1;0;70.038753
20;68;0;0;0;76;1;2;2;2;1;0;1;2;0.25974026;1;0;66.077297
